Ka,Ks,Ka/Ks,HAP1,HAP2,Start,Stop,Chromosome_real,Chromosome,Start_real,Stop_real,Compartment
0.0545943,0.205903,0.265145,HuLuLuH1.Yg33788.t1,HuLuLuH2.Xg33776.t1,166192791,166212665,ChrX,lupulus_ChrX,102026756,102046630,SDR
0.0525252,0.30863,0.170188,HuLuLuH1.Yg33580.t1,HuLuLuH2.Xg33778.t1,165836307,165847414,ChrX,lupulus_ChrX,102392007,102403114,SDR
0.0971092,0.22929,0.423522,HuLuLuH1.Yg33647.t1,HuLuLuH2.Xg33790.t1,162242331,162328323,ChrX,lupulus_ChrX,105911098,105997090,SDR
0.0416629,0.286585,0.145377,HuLuLuH1.Yg33706.t1,HuLuLuH2.Xg33836.t2,150891739,150893177,ChrX,lupulus_ChrX,117346244,117347682,SDR
0.0640778,0.23213,0.276042,HuLuLuH1.Yg33658.t1,HuLuLuH2.Xg33860.t1,147631055,147634301,ChrX,lupulus_ChrX,120605120,120608366,SDR
0.114069,0.360492,0.316427,HuLuLuH1.Yg33854.t1,HuLuLuH2.Xg33942.t1,130035818,130036309,ChrX,lupulus_ChrX,138203112,138203603,SDR
0.0314078,0.215269,0.1459,HuLuLuH1.Yg33715.t1,HuLuLuH2.Xg34025.t1,119225730,119228139,ChrX,lupulus_ChrX,149011282,149013691,SDR
0.0367166,0.143727,0.255461,HuLuLuH1.Yg33780.t1,HuLuLuH2.Xg34026.t1,118870524,118873699,ChrX,lupulus_ChrX,149365722,149368897,SDR
0.0232644,0.220087,0.105706,HuLuLuH1.Yg33677.t2,HuLuLuH2.Xg34077.t1,114423943,114430633,ChrX,lupulus_ChrX,153808788,153815478,SDR
0.105304,0.162231,0.649096,HuLuLuH1.Yg33600.t2,HuLuLuH2.Xg34147.t2,108558226,108564420,ChrX,lupulus_ChrX,159675001,159681195,SDR
0.0296808,0.193445,0.153433,HuLuLuH1.Yg33557.t2,HuLuLuH2.Xg34160.t1,107189708,107192396,ChrX,lupulus_ChrX,161047025,161049713,SDR
0.0393834,0.235448,0.16727,HuLuLuH1.Yg33712.t1,HuLuLuH2.Xg34190.t1,103091153,103096350,ChrX,lupulus_ChrX,165143071,165148268,SDR
0.0512176,0.259733,0.197193,HuLuLuH1.Yg33705.t1,HuLuLuH2.Xg34208.t1,100993142,100995778,ChrX,lupulus_ChrX,167243643,167246279,SDR
0.080534,0.235248,0.342336,HuLuLuH1.Yg33881.t1,HuLuLuH2.Xg34236.t1,96576195,96585853,ChrX,lupulus_ChrX,171653568,171663226,SDR
0.0624874,0.272088,0.229659,HuLuLuH1.Yg33592.t1,HuLuLuH2.Xg34255.t1,93731609,93736403,ChrX,lupulus_ChrX,174503018,174507812,SDR
0.0584513,0.225035,0.259742,HuLuLuH1.Yg33562.t1,HuLuLuH2.Xg34291.t1,86567075,86570172,ChrX,lupulus_ChrX,181669249,181672346,SDR
0.0462302,0.251805,0.183596,HuLuLuH1.Yg33588.t1,HuLuLuH2.Xg34303.t1,83229408,83231030,ChrX,lupulus_ChrX,185008391,185010013,SDR
0.0730872,0.26051,0.280554,HuLuLuH1.Yg33577.t1,HuLuLuH2.Xg34387.t2,74967195,74969784,ChrX,lupulus_ChrX,193269637,193272226,SDR
0.0272936,0.195345,0.13972,HuLuLuH1.Yg33761.t1,HuLuLuH2.Xg34418.t1,71580602,71583708,ChrX,lupulus_ChrX,196655713,196658819,SDR
0.0789243,0.232833,0.338974,HuLuLuH1.Yg33785.t2,HuLuLuH2.Xg34466.t2,66999505,67002157,ChrX,lupulus_ChrX,201237264,201239916,SDR
0.0100334,0.23387,0.0429016,HuLuLuH1.Yg33685.t1,HuLuLuH2.Xg34526.t1,60197794,60201857,ChrX,lupulus_ChrX,208037564,208041627,SDR
0.0647837,0.248289,0.26092,HuLuLuH1.Yg33566.t1,HuLuLuH2.Xg34574.t1,56628649,56637886,ChrX,lupulus_ChrX,211601535,211610772,SDR
0.0439842,0.251335,0.175002,HuLuLuH1.Yg33884.t1,HuLuLuH2.Xg34595.t1,55668798,55673202,ChrX,lupulus_ChrX,212566219,212570623,SDR
0.00730535,0.000146107,50,HuLuLuH1.Yg33713.t1,HuLuLuH2.Xg34638.t1,51147959,51149331,ChrX,lupulus_ChrX,217090090,217091462,SDR
0.139089,0.223766,0.621582,HuLuLuH1.Yg33620.t1,HuLuLuH2.Xg34639.t5,50950540,50958871,ChrX,lupulus_ChrX,217280550,217288881,SDR
0.0203128,0.0610968,0.332468,HuLuLuH1.Yg33593.t1,HuLuLuH2.Xg34642.t1,50479749,50481788,ChrX,lupulus_ChrX,217757633,217759672,SDR
0.0608765,0.209309,0.290845,HuLuLuH1.Yg33548.t1,HuLuLuH2.Xg34725.t2,44143234,44147959,ChrX,lupulus_ChrX,224091462,224096187,SDR
0.028623,0.210571,0.13593,HuLuLuH1.Yg33800.t1,HuLuLuH2.Xg34732.t1,43322257,43325846,ChrX,lupulus_ChrX,224913575,224917164,SDR
0.00965869,0.163739,0.0589883,HuLuLuH1.Yg33572.t1,HuLuLuH2.Xg34759.t4,40119395,40122982,ChrX,lupulus_ChrX,228116439,228120026,SDR
0.0672894,0.169926,0.395992,HuLuLuH1.Yg33564.t1,HuLuLuH2.Xg34763.t1,39941986,39946327,ChrX,lupulus_ChrX,228293094,228297435,SDR
0.0149117,0.220382,0.067663,HuLuLuH1.Yg33737.t1,HuLuLuH2.Xg34767.t1,39498534,39814663,ChrX,lupulus_ChrX,228424758,228740887,SDR
0.0561649,0.143506,0.391378,HuLuLuH1.Yg33623.t1,HuLuLuH2.Xg34769.t2,39438099,39447639,ChrX,lupulus_ChrX,228791782,228801322,SDR
0.0406548,0.139157,0.292151,HuLuLuH1.Yg33902.t1,HuLuLuH2.Xg34776.t1,39156641,39161139,ChrX,lupulus_ChrX,229078282,229082780,SDR
0.0401399,0.158014,0.254027,HuLuLuH1.Yg33703.t1,HuLuLuH2.Xg34777.t1,38784427,38789317,ChrX,lupulus_ChrX,229450104,229454994,SDR
0.0610376,0.131606,0.463791,HuLuLuH1.Yg33591.t1,HuLuLuH2.Xg34778.t1,38528802,38529779,ChrX,lupulus_ChrX,229709642,229710619,SDR
0.0352427,0.090938,0.387546,HuLuLuH1.Yg33649.t1,HuLuLuH2.Xg34790.t1,37526632,37531211,ChrX,lupulus_ChrX,230708210,230712789,SDR
0.0127576,0.0511559,0.249387,HuLuLuH1.Yg33650.t1,HuLuLuH2.Xg34791.t1,37509064,37512630,ChrX,lupulus_ChrX,230726791,230730357,SDR
0.00889046,0.0374774,0.237222,HuLuLuH1.Yg33558.t1,HuLuLuH2.Xg34792.t1,37371485,37380265,ChrX,lupulus_ChrX,230859156,230867936,SDR
0.0201255,0.0447636,0.449596,HuLuLuH1.Yg33561.t1,HuLuLuH2.Xg34798.t1,37221442,37241174,ChrX,lupulus_ChrX,230998247,231017979,SDR
0.00559229,0.0262366,0.213148,HuLuLuH1.Yg33654.t1,HuLuLuH2.Xg34800.t1,37022179,37023963,ChrX,lupulus_ChrX,231215458,231217242,SDR
0.0147734,0.0308218,0.479315,HuLuLuH1.Yg33655.t1,HuLuLuH2.Xg34801.t1,36975350,37021651,ChrX,lupulus_ChrX,231217770,231264071,SDR
0.0239575,0.031778,0.753901,HuLuLuH1.Yg33606.t1,HuLuLuH2.Xg34815.t1,36450023,36451681,ChrX,lupulus_ChrX,231787740,231789398,SDR
0.0252554,0.0365119,0.691702,HuLuLuH1.Yg33608.t1,HuLuLuH2.Xg34826.t1,35190099,35191115,ChrX,lupulus_ChrX,233048306,233049322,SDR
0.0169537,0.0483094,0.350941,HuLuLuH1.Yg33610.t1,HuLuLuH2.Xg34828.t2,35058805,35067013,ChrX,lupulus_ChrX,233172408,233180616,SDR
0.0162845,0.0180158,0.9039,HuLuLuH1.Yg33754.t1,HuLuLuH2.Xg34829.t1,35053179,35054360,ChrX,lupulus_ChrX,233185061,233186242,SDR
0.014764,0.019606,0.753033,HuLuLuH1.Yg33747.t1,HuLuLuH2.Xg34831.t2,34972142,34973047,ChrX,lupulus_ChrX,233266374,233267279,SDR
0.0263709,0.0404656,0.651686,HuLuLuH1.Yg33916.t1,HuLuLuH2.Xg34838.t1,34631879,34632154,ChrX,lupulus_ChrX,233607267,233607542,SDR
0.0190714,0.0316552,0.602472,HuLuLuH1.Yg33915.t1,HuLuLuH2.Xg34839.t1,34627374,34628957,ChrX,lupulus_ChrX,233610464,233612047,SDR
0.00860262,0.0382501,0.224904,HuLuLuH1.Yg33922.t2,HuLuLuH2.Xg34842.t3,34585442,34592158,ChrX,lupulus_ChrX,233647263,233653979,SDR
0.00886396,0.0701563,0.126346,HuLuLuH1.Yg33923.t1,HuLuLuH2.Xg34843.t1,34279471,34280394,ChrX,lupulus_ChrX,233959027,233959950,SDR
0.00188848,0.00708584,0.266514,HuLuLuH1.Yg33925.t1,HuLuLuH2.Xg34846.t1,34250417,34253433,ChrX,lupulus_ChrX,233985988,233989004,PAR
0.00955228,0.00767785,1.24413,HuLuLuH1.Yg33926.t2,HuLuLuH2.Xg34849.t2,34114810,34117135,ChrX,lupulus_ChrX,234122286,234124611,PAR
0.0114769,0.0174852,0.656381,HuLuLuH1.Yg33927.t1,HuLuLuH2.Xg34850.t1,34088029,34091947,ChrX,lupulus_ChrX,234147474,234151392,PAR
0.00230629,4.61E-05,50,HuLuLuH1.Yg33928.t1,HuLuLuH2.Xg34852.t1,34012253,34017139,ChrX,lupulus_ChrX,234222282,234227168,PAR
0.00503406,0.024663,0.204114,HuLuLuH1.Yg33929.t1,HuLuLuH2.Xg34854.t1,33839156,33840454,ChrX,lupulus_ChrX,234398967,234400265,PAR
0.00794638,0.00856915,0.927324,HuLuLuH1.Yg34269.t1,HuLuLuH2.Xg34863.t1,33298396,33299956,ChrX,lupulus_ChrX,234939465,234941025,PAR
0.00265198,0.0221843,0.119543,HuLuLuH1.Yg34270.t1,HuLuLuH2.Xg34864.t1,33295160,33296678,ChrX,lupulus_ChrX,234942743,234944261,PAR
1.45E-05,0.0144702,0.001,HuLuLuH1.Yg34285.t1,HuLuLuH2.Xg34872.t1,32895789,32902673,ChrX,lupulus_ChrX,235336748,235343632,PAR
0.00307402,0.00257409,1.19422,HuLuLuH1.Yg34289.t1,HuLuLuH2.Xg34877.t1,32397340,32420235,ChrX,lupulus_ChrX,235819186,235842081,PAR
0.0101872,0.0117909,0.863988,HuLuLuH1.Yg34293.t1,HuLuLuH2.Xg34880.t1,32261380,32262758,ChrX,lupulus_ChrX,235976663,235978041,PAR
0.0102387,0.0137007,0.747314,HuLuLuH1.Yg34294.t1,HuLuLuH2.Xg34881.t1,32260016,32260843,ChrX,lupulus_ChrX,235978578,235979405,PAR
0.0159098,0.0264749,0.600939,HuLuLuH1.Yg34295.t2,HuLuLuH2.Xg34882.t3,32257287,32260347,ChrX,lupulus_ChrX,235979074,235982134,PAR
3.47E-06,0.00347318,0.001,HuLuLuH1.Yg34296.t1,HuLuLuH2.Xg34883.t1,32221499,32226008,ChrX,lupulus_ChrX,236013413,236017922,PAR
0.002851,0.0128942,0.221107,HuLuLuH1.Yg34301.t1,HuLuLuH2.Xg34885.t1,31699827,31704734,ChrX,lupulus_ChrX,236534687,236539594,PAR
0.00579596,0.053862,0.107607,HuLuLuH1.Yg34302.t1,HuLuLuH2.Xg34887.t1,31471863,31472120,ChrX,lupulus_ChrX,236767301,236767558,PAR
0.00116971,0.00423571,0.276156,HuLuLuH1.Yg34304.t1,HuLuLuH2.Xg34890.t1,31135703,31139817,ChrX,lupulus_ChrX,237099604,237103718,PAR
0.00388291,7.77E-05,50,HuLuLuH1.Yg34305.t1,HuLuLuH2.Xg34892.t1,30990724,30991074,ChrX,lupulus_ChrX,237248347,237248697,PAR
0.00595855,0.00210091,2.83618,HuLuLuH1.Yg34306.t2,HuLuLuH2.Xg34893.t2,30960298,30965455,ChrX,lupulus_ChrX,237273966,237279123,PAR
NA,NA,NA,HuLuLuH1.Yg34307.t1,HuLuLuH2.Xg34896.t1,30877708,30879562,ChrX,lupulus_ChrX,237359859,237361713,PAR
NA,NA,NA,HuLuLuH1.Yg34308.t2,HuLuLuH2.Xg34897.t2,30873965,30876686,ChrX,lupulus_ChrX,237362735,237365456,PAR
0.00890034,0.022922,0.388289,HuLuLuH1.Yg34311.t1,HuLuLuH2.Xg34898.t1,30727546,30729032,ChrX,lupulus_ChrX,237510389,237511875,PAR
0.00366357,0.016319,0.224497,HuLuLuH1.Yg34312.t2,HuLuLuH2.Xg34899.t2,30721115,30726849,ChrX,lupulus_ChrX,237512572,237518306,PAR
0.00630756,0.0199776,0.315731,HuLuLuH1.Yg34314.t1,HuLuLuH2.Xg34900.t1,30709971,30712096,ChrX,lupulus_ChrX,237527325,237529450,PAR
0.00168554,0.023293,0.0723627,HuLuLuH1.Yg34315.t1,HuLuLuH2.Xg34901.t1,30704257,30708696,ChrX,lupulus_ChrX,237530725,237535164,PAR
2.17E-06,0.00217022,0.001,HuLuLuH1.Yg34321.t1,HuLuLuH2.Xg34902.t1,30553256,30561137,ChrX,lupulus_ChrX,237678284,237686165,PAR
0.0111009,0.000226992,48.9044,HuLuLuH1.Yg34325.t1,HuLuLuH2.Xg34905.t2,30451422,30453655,ChrX,lupulus_ChrX,237785766,237787999,PAR
0.00871333,0.00350572,2.48546,HuLuLuH1.Yg34328.t1,HuLuLuH2.Xg34912.t2,30093751,30096838,ChrX,lupulus_ChrX,238142583,238145670,PAR
NA,NA,NA,HuLuLuH1.Yg34329.t1,HuLuLuH2.Xg34913.t1,30050011,30052305,ChrX,lupulus_ChrX,238187116,238189410,PAR
NA,NA,NA,HuLuLuH1.Yg34332.t1,HuLuLuH2.Xg34917.t1,29948512,29950356,ChrX,lupulus_ChrX,238289065,238290909,PAR
0.0159803,0.040574,0.393854,HuLuLuH1.Yg34333.t1,HuLuLuH2.Xg34918.t1,29946971,29947545,ChrX,lupulus_ChrX,238291876,238292450,PAR
NA,NA,NA,HuLuLuH1.Yg34334.t1,HuLuLuH2.Xg34919.t1,29939402,29940732,ChrX,lupulus_ChrX,238298689,238300019,PAR
NA,NA,NA,HuLuLuH1.Yg34335.t1,HuLuLuH2.Xg34920.t1,29932800,29934997,ChrX,lupulus_ChrX,238304424,238306621,PAR
0.00478234,0.00613121,0.779999,HuLuLuH1.Yg34336.t1,HuLuLuH2.Xg34921.t3,29902474,29903114,ChrX,lupulus_ChrX,238336307,238336947,PAR
NA,NA,NA,HuLuLuH1.Yg34341.t1,HuLuLuH2.Xg34930.t1,29685670,29691679,ChrX,lupulus_ChrX,238547742,238553751,PAR
NA,NA,NA,HuLuLuH1.Yg34342.t2,HuLuLuH2.Xg34932.t2,29554459,29556241,ChrX,lupulus_ChrX,238683180,238684962,PAR
0.00344086,0.0103986,0.330895,HuLuLuH1.Yg34343.t1,HuLuLuH2.Xg34933.t1,29550583,29553201,ChrX,lupulus_ChrX,238686220,238688838,PAR
0.0080523,0.0170636,0.4719,HuLuLuH1.Yg34344.t1,HuLuLuH2.Xg34936.t1,29476870,29480395,ChrX,lupulus_ChrX,238759026,238762551,PAR
0.00711682,0.0286546,0.248365,HuLuLuH1.Yg34345.t1,HuLuLuH2.Xg34939.t1,29445756,29446772,ChrX,lupulus_ChrX,238792649,238793665,PAR
0.00865222,0.00324851,2.66344,HuLuLuH1.Yg34346.t1,HuLuLuH2.Xg34941.t1,29211528,29213360,ChrX,lupulus_ChrX,239026061,239027893,PAR
0.00325455,0.00561093,0.580038,HuLuLuH1.Yg34347.t1,HuLuLuH2.Xg34942.t1,29204153,29207552,ChrX,lupulus_ChrX,239031869,239035268,PAR
0.00426573,0.0182517,0.233718,HuLuLuH1.Yg34348.t1,HuLuLuH2.Xg34943.t1,29198041,29198530,ChrX,lupulus_ChrX,239040891,239041380,PAR
0.00187523,0.00396333,0.473145,HuLuLuH1.Yg34349.t1,HuLuLuH2.Xg34944.t1,29111040,29119024,ChrX,lupulus_ChrX,239120397,239128381,PAR
NA,NA,NA,HuLuLuH1.Yg34087.t1,HuLuLuH2.Xg34951.t1,28676581,28678499,ChrX,lupulus_ChrX,239560922,239562840,PAR
0.00501001,0.0264343,0.189527,HuLuLuH1.Yg34085.t1,HuLuLuH2.Xg34953.t1,28627076,28629093,ChrX,lupulus_ChrX,239610328,239612345,PAR
NA,NA,NA,HuLuLuH1.Yg34084.t1,HuLuLuH2.Xg34954.t1,28501715,28504190,ChrX,lupulus_ChrX,239735231,239737706,PAR
2.11E-06,0.00210871,0.001,HuLuLuH1.Yg34079.t1,HuLuLuH2.Xg34955.t1,28229064,28236401,ChrX,lupulus_ChrX,240003020,240010357,PAR
NA,NA,NA,HuLuLuH1.Yg34077.t1,HuLuLuH2.Xg34956.t1,27948967,27951210,ChrX,lupulus_ChrX,240288211,240290454,PAR
NA,NA,NA,HuLuLuH1.Yg34076.t1,HuLuLuH2.Xg34957.t1,27932333,27935851,ChrX,lupulus_ChrX,240303570,240307088,PAR
NA,NA,NA,HuLuLuH1.Yg34074.t1,HuLuLuH2.Xg34959.t1,27922494,27925030,ChrX,lupulus_ChrX,240314391,240316927,PAR
1.23E-05,0.0122678,0.001,HuLuLuH1.Yg34072.t1,HuLuLuH2.Xg34960.t1,27906695,27909417,ChrX,lupulus_ChrX,240330004,240332726,PAR
1.76E-05,0.017647,0.001,HuLuLuH1.Yg34067.t1,HuLuLuH2.Xg34963.t1,27431264,27432507,ChrX,lupulus_ChrX,240806914,240808157,PAR
0.00180578,3.61E-05,50,HuLuLuH1.Yg34063.t1,HuLuLuH2.Xg34967.t1,27282171,27290350,ChrX,lupulus_ChrX,240949071,240957250,PAR
0.00559448,0.00423958,1.31958,HuLuLuH1.Yg34060.t1,HuLuLuH2.Xg34968.t1,27168836,27183091,ChrX,lupulus_ChrX,241056330,241070585,PAR
0.000623454,0.00154529,0.403455,HuLuLuH1.Yg34056.t1,HuLuLuH2.Xg34970.t5,26996626,27000950,ChrX,lupulus_ChrX,241238471,241242795,PAR
NA,NA,NA,HuLuLuH1.Yg34055.t1,HuLuLuH2.Xg34971.t1,26986461,26988790,ChrX,lupulus_ChrX,241250631,241252960,PAR
0.00272261,0.0170445,0.159736,HuLuLuH1.Yg34054.t1,HuLuLuH2.Xg34972.t1,26928622,26929695,ChrX,lupulus_ChrX,241309726,241310799,PAR
1.33E-05,0.0133024,0.001,HuLuLuH1.Yg34052.t1,HuLuLuH2.Xg34973.t1,26822255,26828600,ChrX,lupulus_ChrX,241410821,241417166,PAR
0.00379451,0.0133682,0.283847,HuLuLuH1.Yg34039.t1,HuLuLuH2.Xg34989.t1,26199184,26202680,ChrX,lupulus_ChrX,242036741,242040237,PAR
NA,NA,NA,HuLuLuH1.Yg34036.t1,HuLuLuH2.Xg34993.t1,25955971,25957384,ChrX,lupulus_ChrX,242282037,242283450,PAR
0.00127364,2.55E-05,50,HuLuLuH1.Yg34035.t1,HuLuLuH2.Xg34995.t1,25820875,25823572,ChrX,lupulus_ChrX,242415849,242418546,PAR
0.00317483,0.00886346,0.358193,HuLuLuH1.Yg34034.t1,HuLuLuH2.Xg34996.t1,25817987,25820173,ChrX,lupulus_ChrX,242419248,242421434,PAR
0.0050278,0.0256271,0.196191,HuLuLuH1.Yg34033.t2,HuLuLuH2.Xg35001.t2,25645625,25646358,ChrX,lupulus_ChrX,242593063,242593796,PAR
0.000871123,0.00801478,0.10869,HuLuLuH1.Yg34032.t1,HuLuLuH2.Xg35002.t1,25625451,25644407,ChrX,lupulus_ChrX,242595014,242613970,PAR
0.00756949,0.00923968,0.819237,HuLuLuH1.Yg34031.t1,HuLuLuH2.Xg35004.t1,25505182,25507212,ChrX,lupulus_ChrX,242732209,242734239,PAR
0.00356502,0.0263276,0.13541,HuLuLuH1.Yg34029.t1,HuLuLuH2.Xg35005.t1,25307995,25312535,ChrX,lupulus_ChrX,242926886,242931426,PAR
1.06E-05,0.0106173,0.001,HuLuLuH1.Yg34024.t1,HuLuLuH2.Xg35010.t1,24929949,24931142,ChrX,lupulus_ChrX,243308279,243309472,PAR
NA,NA,NA,HuLuLuH1.Yg34023.t1,HuLuLuH2.Xg35011.t1,24924591,24927920,ChrX,lupulus_ChrX,243311501,243314830,PAR
0.00593102,0.0330343,0.179541,HuLuLuH1.Yg34021.t1,HuLuLuH2.Xg35013.t1,24775518,24778908,ChrX,lupulus_ChrX,243460513,243463903,PAR
2.34E-05,0.0234155,0.001,HuLuLuH1.Yg34020.t1,HuLuLuH2.Xg35014.t1,24772862,24773966,ChrX,lupulus_ChrX,243465455,243466559,PAR
0.0106924,0.0294964,0.362498,HuLuLuH1.Yg34019.t1,HuLuLuH2.Xg35015.t1,24736301,24740998,ChrX,lupulus_ChrX,243498423,243503120,PAR
8.46E-06,0.00845938,0.001,HuLuLuH1.Yg34016.t1,HuLuLuH2.Xg35017.t1,24718243,24720303,ChrX,lupulus_ChrX,243519118,243521178,PAR
NA,NA,NA,HuLuLuH1.Yg34012.t1,HuLuLuH2.Xg35021.t1,24544210,24548097,ChrX,lupulus_ChrX,243691324,243695211,PAR
0.00325254,0.00703891,0.46208,HuLuLuH1.Yg34008.t1,HuLuLuH2.Xg35023.t1,24380563,24403489,ChrX,lupulus_ChrX,243835932,243858858,PAR
0.0139455,0.0207219,0.672984,HuLuLuH1.Yg34005.t1,HuLuLuH2.Xg35024.t1,24347106,24353969,ChrX,lupulus_ChrX,243885452,243892315,PAR
0.00468573,0.0157253,0.297974,HuLuLuH1.Yg34004.t1,HuLuLuH2.Xg35025.t1,24071083,24072468,ChrX,lupulus_ChrX,244166953,244168338,PAR
0.00915104,0.0163213,0.56068,HuLuLuH1.Yg34002.t1,HuLuLuH2.Xg35028.t1,23593868,23597693,ChrX,lupulus_ChrX,244641728,244645553,PAR
0.00532959,0.0094053,0.566658,HuLuLuH1.Yg34000.t1,HuLuLuH2.Xg35029.t1,23529568,23530878,ChrX,lupulus_ChrX,244708543,244709853,PAR
NA,NA,NA,HuLuLuH1.Yg33998.t1,HuLuLuH2.Xg35032.t1,23272163,23280332,ChrX,lupulus_ChrX,244959089,244967258,PAR
0.00901415,0.0592421,0.152158,HuLuLuH1.Yg33997.t1,HuLuLuH2.Xg35034.t1,23198586,23199452,ChrX,lupulus_ChrX,245039969,245040835,PAR
0.000615023,0.00499027,0.123244,HuLuLuH1.Yg33995.t2,HuLuLuH2.Xg35035.t2,23167455,23171181,ChrX,lupulus_ChrX,245068240,245071966,PAR
0.0155902,0.0781772,0.199421,HuLuLuH1.Yg33994.t1,HuLuLuH2.Xg35036.t1,23120138,23121913,ChrX,lupulus_ChrX,245117508,245119283,PAR
0.00532845,0.0155189,0.343352,HuLuLuH1.Yg33993.t1,HuLuLuH2.Xg35037.t1,22940723,22942659,ChrX,lupulus_ChrX,245296762,245298698,PAR
NA,NA,NA,HuLuLuH1.Yg33991.t1,HuLuLuH2.Xg35038.t1,22803996,22805744,ChrX,lupulus_ChrX,245433677,245435425,PAR
0.00230196,0.00496647,0.463501,HuLuLuH1.Yg33990.t1,HuLuLuH2.Xg35039.t1,22788760,22799827,ChrX,lupulus_ChrX,245439594,245450661,PAR
NA,NA,NA,HuLuLuH1.Yg33985.t1,HuLuLuH2.Xg35041.t1,22406663,22407599,ChrX,lupulus_ChrX,245831822,245832758,PAR
NA,NA,NA,HuLuLuH1.Yg33981.t1,HuLuLuH2.Xg35043.t1,22193228,22194862,ChrX,lupulus_ChrX,246044559,246046193,PAR
NA,NA,NA,HuLuLuH1.Yg33973.t2,HuLuLuH2.Xg35044.t2,21955071,21956921,ChrX,lupulus_ChrX,246282500,246284350,PAR
0.00454059,0.0161751,0.280715,HuLuLuH1.Yg33972.t1,HuLuLuH2.Xg35045.t1,21933498,21934981,ChrX,lupulus_ChrX,246304440,246305923,PAR
0.0116073,0.0406211,0.285745,HuLuLuH1.Yg33971.t1,HuLuLuH2.Xg35046.t2,21931319,21932944,ChrX,lupulus_ChrX,246306477,246308102,PAR
0.00241025,0.0161434,0.149302,HuLuLuH1.Yg33969.t1,HuLuLuH2.Xg35049.t1,21802720,21809336,ChrX,lupulus_ChrX,246430085,246436701,PAR
0.00622178,0.01257,0.494969,HuLuLuH1.Yg33968.t1,HuLuLuH2.Xg35050.t1,21725946,21727197,ChrX,lupulus_ChrX,246512224,246513475,PAR
0.0351073,0.0193456,1.81474,HuLuLuH1.Yg33962.t1,HuLuLuH2.Xg35055.t1,21327705,21328037,ChrX,lupulus_ChrX,246911384,246911716,PAR
0.0168296,0.0433486,0.388238,HuLuLuH1.Yg33954.t1,HuLuLuH2.Xg35067.t1,20682517,20683801,ChrX,lupulus_ChrX,247555620,247556904,PAR
0.00619304,0.0199223,0.310859,HuLuLuH1.Yg33951.t1,HuLuLuH2.Xg35073.t1,20511874,20514033,ChrX,lupulus_ChrX,247725388,247727547,PAR
NA,NA,NA,HuLuLuH1.Yg33947.t1,HuLuLuH2.Xg35077.t1,20329285,20332414,ChrX,lupulus_ChrX,247907007,247910136,PAR
NA,NA,NA,HuLuLuH1.Yg33946.t1,HuLuLuH2.Xg35078.t1,20231764,20234694,ChrX,lupulus_ChrX,248004727,248007657,PAR
NA,NA,NA,HuLuLuH1.Yg33945.t1,HuLuLuH2.Xg35079.t1,20227237,20230763,ChrX,lupulus_ChrX,248008658,248012184,PAR
0.00203669,0.00794385,0.256385,HuLuLuH1.Yg33941.t1,HuLuLuH2.Xg35080.t1,20208351,20213593,ChrX,lupulus_ChrX,248025828,248031070,PAR
0.00722793,0.000144871,49.8923,HuLuLuH1.Yg33940.t1,HuLuLuH2.Xg35084.t1,20059933,20060806,ChrX,lupulus_ChrX,248178615,248179488,PAR
NA,NA,NA,HuLuLuH1.Yg33939.t1,HuLuLuH2.Xg35085.t1,20052370,20056649,ChrX,lupulus_ChrX,248182772,248187051,PAR
0.00367805,0.0107905,0.340859,HuLuLuH1.Yg33935.t1,HuLuLuH2.Xg35088.t1,19864086,19868867,ChrX,lupulus_ChrX,248370554,248375335,PAR
0.0256992,0.0145305,1.76864,HuLuLuH1.Yg33934.t1,HuLuLuH2.Xg35091.t1,19829114,19829389,ChrX,lupulus_ChrX,248410032,248410307,PAR
0.00430537,0.0145764,0.295366,HuLuLuH1.Yg34265.t1,HuLuLuH2.Xg35095.t1,19723265,19731945,ChrX,lupulus_ChrX,248507476,248516156,PAR
5.38E-06,0.00538277,0.001,HuLuLuH1.Yg34264.t1,HuLuLuH2.Xg35096.t1,19637790,19657291,ChrX,lupulus_ChrX,248582130,248601631,PAR
0.00737865,0.0124412,0.593084,HuLuLuH1.Yg34263.t1,HuLuLuH2.Xg35097.t1,19574730,19575822,ChrX,lupulus_ChrX,248663599,248664691,PAR
0.00367935,0.00975455,0.377193,HuLuLuH1.Yg34262.t1,HuLuLuH2.Xg35098.t1,19571019,19572614,ChrX,lupulus_ChrX,248666807,248668402,PAR
0.00376038,0.0151078,0.248904,HuLuLuH1.Yg34261.t1,HuLuLuH2.Xg35100.t1,19506736,19507092,ChrX,lupulus_ChrX,248732329,248732685,PAR
0.00525125,0.0654713,0.0802069,HuLuLuH1.Yg34260.t1,HuLuLuH2.Xg35101.t1,19411056,19415541,ChrX,lupulus_ChrX,248823880,248828365,PAR
0.00605859,0.0195255,0.310292,HuLuLuH1.Yg34259.t1,HuLuLuH2.Xg35107.t1,19168412,19170528,ChrX,lupulus_ChrX,249068893,249071009,PAR
0.00041623,0.00145257,0.286548,HuLuLuH1.Yg34257.t1,HuLuLuH2.Xg35108.t1,19125609,19128967,ChrX,lupulus_ChrX,249110454,249113812,PAR
0.00633142,0.06324,0.100117,HuLuLuH1.Yg34253.t1,HuLuLuH2.Xg35109.t1,18943795,18949517,ChrX,lupulus_ChrX,249289904,249295626,PAR
