,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Start,Stop,Chromosome
OIIb.chr7.v1.g296990,4304.157456,-0.284471687,0.169495077,-1.678347785,0.093279225,0.265072338,9038897,9045456,Chr07
OIIb.chr7.v1.g297000,0,NA,NA,NA,NA,NA,9106664,9108777,Chr07
OIIb.chr7.v1.g297010,15.21752165,-0.651056899,0.644004627,-1.010950654,0.312040049,0.570329502,9107286,9107847,Chr07
OIIb.chr7.v1.g297020,35.59743967,-1.317332121,0.549677082,-2.396556385,0.016549947,0.078893691,9109272,9109668,Chr07
OIIb.chr7.v1.g297030,936.5760148,-0.032234316,0.465810707,-0.069200461,0.944830056,0.995914711,9185090,9186517,Chr07
OIIb.chr7.v1.g297040,1205.890282,1.401972541,0.581138956,2.412456655,0.015845421,0.076511571,9276360,9277787,Chr07
OIIb.chr7.v1.g297050,1048.10213,0.020942258,0.230541662,0.090839364,0.927620232,0.988432536,9289649,9290922,Chr07
OIIb.chr7.v1.g297060,1372.80811,0.459486397,0.273669891,1.678980452,0.093155854,0.264921223,9315123,9316384,Chr07
OIIb.chr7.v1.g297080,0,NA,NA,NA,NA,NA,9340508,9341068,Chr07
OIIb.chr7.v1.g297090,522.5945147,-1.044347687,0.510395794,-2.046152613,0.040741358,0.149982235,9345522,9349555,Chr07
OIIb.chr7.v1.g297100,0.191067556,0,8.775233444,0,1,NA,9353236,9353679,Chr07
OIIb.chr7.v1.g297110,0.009858981,0,8.775233444,0,1,NA,9354105,9354608,Chr07
OIIb.chr7.v1.g297120,361.2498558,-0.985263793,0.506527648,-1.945133294,0.051758938,0.1775867,9359369,9359992,Chr07
OIIb.chr7.v1.g297130,2.953464616,1.380993974,2.579854415,0.535299188,0.592442988,0.804605004,9362458,9363759,Chr07
OIIb.chr7.v1.g297140,1.586538264,0.679241593,3.441519034,0.197366798,0.84354051,0.949450057,9365641,9367850,Chr07
OIIb.chr7.v1.g297150,0.411427904,2.845877515,8.741112224,0.325573845,0.744746804,NA,9369670,9370785,Chr07
OIIb.chr7.v1.g297160,1.78279293,0.985505942,1.41329553,0.697310591,0.485608441,0.726795648,9373995,9374210,Chr07
OIIb.chr7.v1.g297170,261.3352458,-0.990536685,0.411580221,-2.406667365,0.016098826,0.077389606,9379175,9381619,Chr07
OIIb.chr7.v1.g297180,6.618114982,-1.307412339,4.728856056,-0.276475393,0.782182957,0.917600094,9387487,9392268,Chr07
OIIb.chr7.v1.g297190,0,NA,NA,NA,NA,NA,9398152,9400345,Chr07
OIIb.chr7.v1.g297200,0.020006679,0,8.775233444,0,1,NA,9405021,9405863,Chr07
OIIb.chr7.v1.g297210,18.02636354,0,2.363645058,0,1,1,9427286,9429304,Chr07
OIIb.chr7.v1.g297220,4.527149078,2.479550882,3.694321341,0.671178994,0.502106509,0.739315559,9432619,9443687,Chr07
OIIb.chr7.v1.g297230,1028.458127,0.821117622,0.39650363,2.070895599,0.038368554,0.143653935,9444656,9446748,Chr07
OIIb.chr7.v1.g297240,16.25404885,0.747928845,7.936342964,0.094240993,0.924917722,0.987500186,9515140,9517135,Chr07
OIIb.chr7.v1.g297250,13.72221962,1.962217331,4.749381261,0.413152203,0.679495104,0.860673195,9529165,9529854,Chr07
OIIb.chr7.v1.g297260,3285.128503,0.102937991,0.270682044,0.38029117,0.703729289,0.875211699,9534176,9535069,Chr07
OIIb.chr7.v1.g297270,345.8683492,-0.092269397,0.327299711,-0.281911024,0.778011736,0.91563298,9537501,9539576,Chr07
OIIb.chr7.v1.g297280,0.273158497,-0.558633335,4.722090409,-0.118302126,0.905828273,NA,9563102,9565543,Chr07
OIIb.chr7.v1.g297290,3012.03811,0.441120598,0.419981009,1.050334631,0.293564288,0.550733289,9572198,9574333,Chr07
OIIb.chr7.v1.g297310,0,NA,NA,NA,NA,NA,9593307,9593726,Chr07
OIIb.chr7.v1.g297330,223.2779783,-0.358138125,0.9246675,-0.387315576,0.698522596,0.872739536,9618059,9625979,Chr07
OIIb.chr7.v1.g297340,312.5175204,-2.10883344,0.718277748,-2.935958193,0.003325191,0.024439577,9632962,9636354,Chr07
OIIb.chr7.v1.g297360,0.011335977,0,8.775233444,0,1,NA,9650034,9651245,Chr07
OIIb.chr7.v1.g297370,690.0552364,0.099118933,0.201718206,0.491373259,0.623162474,0.826141068,9678600,9678938,Chr07
OIIb.chr7.v1.g297380,3429.08102,-0.215662292,0.127573768,-1.690490883,0.090934081,0.26076176,9680547,9686171,Chr07
OIIb.chr7.v1.g297390,5888.100547,0.268216798,0.132769249,2.020172596,0.043365488,0.156581924,9688251,9697088,Chr07
OIIb.chr7.v1.g297400,0,NA,NA,NA,NA,NA,9737873,9739090,Chr07
OIIb.chr7.v1.g297410,0.097882035,0,8.775233444,0,1,NA,9742449,9743618,Chr07
OIIb.chr7.v1.g297420,1981.289855,0.284160504,0.158580592,1.791899631,0.073149045,0.223948615,9751461,9754385,Chr07
OIIb.chr7.v1.g297430,684.3329588,0.867451931,0.283971083,3.054719242,0.002252713,0.018283466,9761689,9762465,Chr07
OIIb.chr7.v1.g297440,10606.71604,-0.64450513,0.180864655,-3.563466442,0.00036599,0.004620097,9763915,9768223,Chr07
OIIb.chr7.v1.g297460,0.61132884,0,8.775233444,0,1,NA,9791328,9793812,Chr07
OIIb.chr7.v1.g297470,921.0104779,-0.425338617,0.232937618,-1.825976497,0.067853802,0.213087405,9794671,9801225,Chr07
OIIb.chr7.v1.g297480,782.3468347,-0.224992401,0.18766253,-1.198920218,0.23055897,0.475220921,9809460,9812674,Chr07
OIIb.chr7.v1.g297490,295.968545,-1.435013509,0.401803298,-3.571432877,0.000355034,0.004516788,9815374,9817185,Chr07
OIIb.chr7.v1.g297500,1759.814261,0.329378225,0.177845405,1.85204799,0.064018932,0.20422252,9823828,9826487,Chr07
OIIb.chr7.v1.g297510,202.1148221,-0.734005743,0.431097988,-1.702642468,0.088634997,0.255873359,9828653,9831620,Chr07
OIIb.chr7.v1.g297520,1.819853756,0,8.601381241,0,1,1,9834951,9837241,Chr07
OIIb.chr7.v1.g297530,21.7070397,-9.136713533,3.653668589,-2.500695756,0.012394961,0.064047465,9838355,9840835,Chr07
OIIb.chr7.v1.g297540,544.5297304,0.601067564,1.671029465,0.359698962,0.719072268,0.884180421,9845995,9848187,Chr07
OIIb.chr7.v1.g297550,108.3924277,-0.342571736,0.345224274,-0.992316478,0.321043167,0.579702497,9849663,9849908,Chr07
OIIb.chr7.v1.g297560,1230.239623,-0.406565748,0.265156817,-1.533303018,0.125201211,0.321327941,9856660,9859699,Chr07
OIIb.chr7.v1.g297570,1356.261484,-0.411115774,0.490737538,-0.837750817,0.402170666,0.65653415,9864338,9868623,Chr07
OIIb.chr7.v1.g297620,9133.542517,0.130586033,0.246844949,0.529020477,0.596791245,0.807641915,9890521,9891158,Chr07
OIIb.chr7.v1.g297630,1478.553308,0.233957483,0.276401432,0.846440922,0.397306818,0.652694732,9896313,9904308,Chr07
OIIb.chr7.v1.g297640,706.2419095,-1.164183647,0.618250169,-1.88303005,0.059696296,0.195609861,9929610,9932521,Chr07
OIIb.chr7.v1.g297650,2949.669461,-0.767568389,0.306187381,-2.506858337,0.012180952,0.063357882,9933527,9935234,Chr07
OIIb.chr7.v1.g297660,13950.59544,-0.50560656,0.145349285,-3.478562422,0.000504111,0.005887634,9948185,9950500,Chr07
OIIb.chr7.v1.g297670,16.61921279,0.017259674,0.540551596,0.031929744,0.974528078,1,9952769,9952987,Chr07
OIIb.chr7.v1.g297680,154.9692924,-0.460053338,0.38944378,-1.181308732,0.2374801,0.484519245,9953916,9956252,Chr07
OIIb.chr7.v1.g297690,463.2489935,0.120142826,0.210710622,0.570179258,0.568556123,0.788270026,9957583,9959163,Chr07
OIIb.chr7.v1.g297730,2718.604049,0.017716289,0.113342089,0.15630812,0.875790156,0.964853076,9980267,9985518,Chr07
OIIb.chr7.v1.g297740,20.91209084,1.499675526,1.370363444,1.094363347,0.273795652,0.52772711,9986821,9990480,Chr07
OIIb.chr7.v1.g297750,719.573487,0.678710129,0.22663119,2.99477812,0.002746445,0.021306922,10026407,10026643,Chr07
OIIb.chr7.v1.g297760,2910.515832,-0.412460885,0.311921275,-1.322323668,0.186060395,0.414053753,10027197,10027796,Chr07
OIIb.chr7.v1.g297770,62.22867914,-0.71301904,2.153871863,-0.331040603,0.740613816,0.895528777,10053077,10053803,Chr07
OIIb.chr7.v1.g297780,47218.7187,0.122505242,0.248825819,0.492333321,0.622483728,0.825880355,10133417,10135193,Chr07
OIIb.chr7.v1.g297790,5558.646366,0.50122983,0.297346747,1.685674501,0.091858511,0.262534852,10143289,10144374,Chr07
OIIb.chr7.v1.g297800,50295.17211,-2.432822588,0.445542866,-5.460355834,4.75E-08,3.28E-06,10164155,10165917,Chr07
OIIb.chr7.v1.g297810,5319.023786,-0.388427178,0.187615415,-2.070337228,0.038420776,0.143749586,10170699,10172817,Chr07
OIIb.chr7.v1.g297820,0.034198053,0,8.775233444,0,1,NA,10193389,10193649,Chr07
OIIb.chr7.v1.g297830,26680.64254,-0.324846648,0.399641476,-0.812845182,0.416306827,0.669702951,10258854,10260066,Chr07
OIIb.chr7.v1.g297870,461.583383,-0.685071691,0.81662971,-0.838901258,0.401524722,0.656251244,10349566,10351206,Chr07
OIIb.chr7.v1.g297880,454.6118057,0.939739026,1.356412128,0.692812315,0.488427343,0.728582588,10373041,10374718,Chr07
OIIb.chr7.v1.g297890,5.890003044,3.469195807,4.213884955,0.823277295,0.410350322,0.663995239,10382919,10389644,Chr07
OIIb.chr7.v1.g297900,115.3517663,1.016474962,2.12864767,0.477521469,0.632990837,0.832738608,10497562,10502220,Chr07
OIIb.chr7.v1.g297910,6.00966383,-6.223960722,2.444347541,-2.54626669,0.010888197,0.058590721,10560621,10560926,Chr07
OIIb.chr7.v1.g297920,696.6055576,0.75196992,0.231051106,3.254561002,0.001135678,0.010859467,10577175,10579530,Chr07
OIIb.chr7.v1.g297950,0.127221265,0,8.775233444,0,1,NA,10602453,10603208,Chr07
OIIb.chr7.v1.g297960,15.45950375,0,8.775233444,0,1,1,10604562,10605884,Chr07
OIIb.chr7.v1.g297970,0,NA,NA,NA,NA,NA,10627169,10627429,Chr07
OIIb.chr7.v1.g297980,0,NA,NA,NA,NA,NA,10629225,10629644,Chr07
OIIb.chr7.v1.g298010,0.081764878,-0.558618053,8.775233444,-0.063658483,0.949242163,NA,10680224,10682665,Chr07
OIIb.chr7.v1.g298020,1.547094847,-2.440312317,5.061262655,-0.482154846,0.629695951,0.830382995,10703662,10704132,Chr07
OIIb.chr7.v1.g298030,1958.601353,0.358693454,0.225970875,1.587343746,0.112434813,0.299524117,10746434,10749344,Chr07
OIIb.chr7.v1.g298040,339.1632203,-0.980893331,1.663734236,-0.589573329,0.555476737,0.780638466,10764349,10772371,Chr07
OIIb.chr7.v1.g298060,1684.259153,0.204339796,0.211827719,0.964650882,0.334719705,0.593911583,10788267,10789723,Chr07
OIIb.chr7.v1.g298070,7.368138928,1.749533157,2.653942385,0.659220474,0.509754201,0.745838602,10792059,10792262,Chr07
OIIb.chr7.v1.g298080,2973.094365,0.161331814,0.299854213,0.538034174,0.590553456,0.803126546,10811473,10814688,Chr07
OIIb.chr7.v1.g298120,1910.399016,0.439505787,0.346021719,1.27016821,0.204024719,0.439018404,10876897,10880058,Chr07
OIIb.chr7.v1.g298130,238.6916917,0.424066162,0.413305746,1.026035001,0.304875086,0.562972874,10881152,10882777,Chr07
OIIb.chr7.v1.g298140,0,NA,NA,NA,NA,NA,10889484,10890307,Chr07
OIIb.chr7.v1.g298150,0.066300247,0,8.775233444,0,1,NA,10890794,10891213,Chr07
OIIb.chr7.v1.g298170,617.8177477,-0.029534723,0.165123139,-0.178864836,0.858043834,0.956071138,10925340,10928253,Chr07
OIIb.chr7.v1.g298180,9.203409219,-16.38953664,3.086390164,-5.310260781,1.09E-07,6.52E-06,10929117,10929893,Chr07
OIIb.chr7.v1.g298250,0.315086865,0,8.775233444,0,1,NA,10961818,10962165,Chr07
OIIb.chr7.v1.g298260,3565.268902,-0.14688393,0.346335117,-0.42410926,0.671486132,0.856678872,10969055,10970818,Chr07
OIIb.chr7.v1.g298270,0.031206904,0,8.775233444,0,1,NA,10983928,10984131,Chr07
OIIb.chr7.v1.g298280,4638.747066,0.416263453,0.452739932,0.919431717,0.357869806,0.617244946,11124008,11124831,Chr07
OIIb.chr7.v1.g298290,835.4138086,-1.85462081,1.278866461,-1.450206778,0.147000866,0.356844577,11136757,11137626,Chr07
OIIb.chr7.v1.g298300,0.155618416,0,8.775233444,0,1,NA,11145952,11146206,Chr07
OIIb.chr7.v1.g298310,282.9600647,0.354465242,0.607397237,0.583580596,0.559502518,0.783435542,11169222,11170068,Chr07
OIIb.chr7.v1.g298320,0,NA,NA,NA,NA,NA,11188178,11188807,Chr07
OIIb.chr7.v1.g298330,0,NA,NA,NA,NA,NA,11189598,11190002,Chr07
OIIb.chr7.v1.g298340,214.4253582,0.287939606,0.717809668,0.401136428,0.688319682,0.865951892,11215852,11216643,Chr07
OIIb.chr7.v1.g298360,31.5929126,0.631520695,0.681946432,0.926056162,0.354416794,0.61465657,11265983,11266744,Chr07
OIIb.chr7.v1.g298370,0,NA,NA,NA,NA,NA,11297362,11298314,Chr07
OIIb.chr7.v1.g298380,2718.900956,1.344140191,0.80001442,1.680144954,0.092929116,0.26450503,11321555,11322333,Chr07
OIIb.chr7.v1.g298390,1729.119167,1.015661068,0.653224376,1.554842571,0.119983568,0.312625528,11342027,11342805,Chr07
OIIb.chr7.v1.g298400,3192.584593,0.145817756,0.265393568,0.549439677,0.582703751,0.798463877,11391024,11391788,Chr07
OIIb.chr7.v1.g298410,29.58729946,0.646087511,0.707748126,0.912877741,0.361306846,0.620789118,11427995,11428390,Chr07
OIIb.chr7.v1.g298420,1276.553312,-0.080615261,0.395323744,-0.203922133,0.838414349,0.946709651,11433152,11436412,Chr07
OIIb.chr7.v1.g298430,25.12039043,-1.100546461,1.052890011,-1.045262515,0.295901657,0.553297541,11453617,11454078,Chr07
OIIb.chr7.v1.g298440,443.6453431,0.664585571,0.405718111,1.638047583,0.101411768,0.279492589,11455719,11457640,Chr07
OIIb.chr7.v1.g298450,4.357297695,1.889861267,3.06236886,0.617123983,0.537152951,0.766639693,11542775,11544745,Chr07
OIIb.chr7.v1.g298460,16.53303117,-2.258554194,1.670386562,-1.352114681,0.176338632,0.400095417,11564424,11565791,Chr07
OIIb.chr7.v1.g298470,62.17696906,-1.065358082,0.754391205,-1.412209044,0.157888418,0.372938347,11573714,11574931,Chr07
OIIb.chr7.v1.g298480,2225.801344,-0.138172597,0.696990274,-0.198241787,0.842855895,0.94913529,11608015,11608370,Chr07
OIIb.chr7.v1.g298490,0.435557573,3.111795254,4.179806214,0.74448314,0.456584238,NA,11618396,11625065,Chr07
OIIb.chr7.v1.g298500,0.028504018,0,8.775233444,0,1,NA,11641504,11641860,Chr07
OIIb.chr7.v1.g298510,8.076149127,1.093621457,0.957161011,1.142567911,0.253218035,0.503469842,11642081,11647877,Chr07
OIIb.chr7.v1.g298520,1440.078546,0.559723608,0.161099323,3.474400751,0.000511996,0.005950434,11648879,11652827,Chr07
OIIb.chr7.v1.g298530,30.79221324,-0.599974896,0.536324583,-1.118678715,0.263277229,0.515843383,11677231,11677758,Chr07
OIIb.chr7.v1.g298540,1800.646781,-0.468868896,0.194615809,-2.409202512,0.015987424,0.076942442,11697806,11698705,Chr07
OIIb.chr7.v1.g298550,0.068994459,0,8.775233444,0,1,NA,11758472,11759389,Chr07
OIIb.chr7.v1.g298560,1874.786156,-1.782814109,0.520919431,-3.422437335,0.000620624,0.006919367,11817903,11823751,Chr07
OIIb.chr7.v1.g298570,2469.54507,-0.144442459,0.571983278,-0.252529163,0.800632075,0.927126317,11855403,11857013,Chr07
OIIb.chr7.v1.g298590,0,NA,NA,NA,NA,NA,12032993,12033625,Chr07
OIIb.chr7.v1.g298600,0,NA,NA,NA,NA,NA,12044868,12045107,Chr07
OIIb.chr7.v1.g298610,5.031479928,-6.271711477,1.18217392,-5.305235862,1.13E-07,6.63E-06,12053764,12054267,Chr07
OIIb.chr7.v1.g298620,1593.876208,0.818383043,0.295388017,2.77053569,0.005596417,0.036356887,12057983,12061740,Chr07
OIIb.chr7.v1.g298630,2357.741606,-0.658320723,0.20599101,-3.195871141,0.001394094,0.012631877,12113910,12117073,Chr07
OIIb.chr7.v1.g298640,0,NA,NA,NA,NA,NA,12143872,12144141,Chr07
OIIb.chr7.v1.g298650,0,NA,NA,NA,NA,NA,12146315,12147503,Chr07
OIIb.chr7.v1.g298660,662.6527621,-4.835216821,1.035210826,-4.670755655,3.00E-06,9.97E-05,12170932,12176310,Chr07
OIIb.chr7.v1.g298670,8165.325608,0.252639847,0.212705006,1.187747536,0.234932889,0.48146064,12195505,12198970,Chr07
OIIb.chr7.v1.g298710,0,NA,NA,NA,NA,NA,12308062,12308895,Chr07
OIIb.chr7.v1.g298720,0,NA,NA,NA,NA,NA,12310283,12310699,Chr07
OIIb.chr7.v1.g298730,0,NA,NA,NA,NA,NA,12310982,12313209,Chr07
OIIb.chr7.v1.g298750,39.32418544,0.683045888,1.184809777,0.576502576,0.564275529,0.785976493,12345232,12345963,Chr07
OIIb.chr7.v1.g298760,2371.017962,-0.297417463,0.34754203,-0.855774087,0.392122751,0.648384205,12399084,12401408,Chr07
OIIb.chr7.v1.g298770,25.00885374,-0.512871145,0.998652719,-0.513563059,0.607557513,0.815509612,12409128,12411542,Chr07
OIIb.chr7.v1.g298780,1765.782327,-0.140037404,0.141831373,-0.987351392,0.323470405,0.582302389,12430612,12436273,Chr07
OIIb.chr7.v1.g298820,1378.143428,0.155416944,0.134583773,1.154797047,0.248173547,0.497148414,12492333,12494048,Chr07
OIIb.chr7.v1.g298830,2.890712942,2.407872813,4.028091893,0.59777008,0.549993357,0.776026927,12579896,12580099,Chr07
OIIb.chr7.v1.g298850,0.050887644,-0.558618053,8.775233444,-0.063658483,0.949242163,NA,12621679,12622485,Chr07
OIIb.chr7.v1.g298890,0,NA,NA,NA,NA,NA,12641972,12643553,Chr07
OIIb.chr7.v1.g298900,0.050887644,-0.558618053,8.775233444,-0.063658483,0.949242163,NA,12652705,12653535,Chr07
OIIb.chr7.v1.g298910,0.030074281,-0.558618053,8.775233444,-0.063658483,0.949242163,NA,12670853,12671674,Chr07
OIIb.chr7.v1.g298920,0.040449104,-0.558618053,8.775233444,-0.063658483,0.949242163,NA,12686887,12687702,Chr07
OIIb.chr7.v1.g298930,0,NA,NA,NA,NA,NA,12689870,12690339,Chr07
OIIb.chr7.v1.g298940,3.561805452,0,2.848406252,0,1,1,12720791,12721894,Chr07
OIIb.chr7.v1.g298960,0,NA,NA,NA,NA,NA,12739025,12740215,Chr07
OIIb.chr7.v1.g298970,0,NA,NA,NA,NA,NA,12773481,12774284,Chr07
OIIb.chr7.v1.g298980,0.192555925,-0.558618053,8.775233444,-0.063658483,0.949242163,NA,12829586,12830398,Chr07
OIIb.chr7.v1.g298990,0.048110814,0,8.775233444,0,1,NA,12835977,12836252,Chr07
OIIb.chr7.v1.g299000,0.06072769,-0.558618053,8.775233444,-0.063658483,0.949242163,NA,12838451,12839080,Chr07
OIIb.chr7.v1.g299010,7.748534845,0,2.88490975,0,1,1,12841811,12842633,Chr07
OIIb.chr7.v1.g299020,0,NA,NA,NA,NA,NA,12844282,12845883,Chr07
OIIb.chr7.v1.g299030,14.55627115,-1.550065584,1.83272541,-0.845770772,0.397680634,0.653018472,12902868,12903221,Chr07
OIIb.chr7.v1.g299040,0.602787862,0,8.775233444,0,1,NA,12917794,12918114,Chr07
OIIb.chr7.v1.g299050,1345.996525,-0.13137249,0.691191025,-0.190066834,0.849256759,0.952175086,12920379,12922803,Chr07
OIIb.chr7.v1.g299060,4.018436927,-1.920988115,2.659565631,-0.722293931,0.470113783,0.714766123,12924211,12924498,Chr07
OIIb.chr7.v1.g299070,2582.47203,-0.348164143,0.251104789,-1.386529285,0.165585345,0.384035354,12926566,12930267,Chr07
OIIb.chr7.v1.g299080,0,NA,NA,NA,NA,NA,12985811,12986017,Chr07
OIIb.chr7.v1.g299090,6816.998198,1.492891627,0.414079423,3.605326771,0.00031176,0.004082107,13045398,13051040,Chr07
OIIb.chr7.v1.g299100,0,NA,NA,NA,NA,NA,13100644,13102546,Chr07
OIIb.chr7.v1.g299110,0,NA,NA,NA,NA,NA,13108377,13109219,Chr07
OIIb.chr7.v1.g299120,0,NA,NA,NA,NA,NA,13109168,13111080,Chr07
OIIb.chr7.v1.g299130,0,NA,NA,NA,NA,NA,13116854,13117696,Chr07
OIIb.chr7.v1.g299140,0,NA,NA,NA,NA,NA,13117645,13119570,Chr07
OIIb.chr7.v1.g299150,0,NA,NA,NA,NA,NA,13125354,13126191,Chr07
OIIb.chr7.v1.g299160,0,NA,NA,NA,NA,NA,13126140,13129513,Chr07
OIIb.chr7.v1.g299170,0,NA,NA,NA,NA,NA,13135286,13136128,Chr07
OIIb.chr7.v1.g299180,0,NA,NA,NA,NA,NA,13144788,13145630,Chr07
OIIb.chr7.v1.g299190,0,NA,NA,NA,NA,NA,13153271,13154113,Chr07
OIIb.chr7.v1.g299200,0.116463544,1.737071304,8.76996035,0.1980706,0.842989827,NA,13155141,13157737,Chr07
OIIb.chr7.v1.g299210,510.0148262,0.503387997,0.600204466,0.838694188,0.401640941,0.656251244,13161698,13163282,Chr07
OIIb.chr7.v1.g299220,1438.284443,-0.78577036,0.494658225,-1.588511662,0.112170686,0.299168957,13166192,13167644,Chr07
OIIb.chr7.v1.g299230,3845.789406,-0.130383148,0.166942246,-0.781007509,0.434798078,0.686114759,13227303,13230473,Chr07
OIIb.chr7.v1.g299240,0,NA,NA,NA,NA,NA,13237358,13238499,Chr07
OIIb.chr7.v1.g299250,0,NA,NA,NA,NA,NA,13238529,13239773,Chr07
OIIb.chr7.v1.g299260,0,NA,NA,NA,NA,NA,13239825,13240793,Chr07
OIIb.chr7.v1.g299310,435.8040694,0.385908009,0.237012231,1.628219802,0.103478287,0.282962276,13315158,13317038,Chr07
OIIb.chr7.v1.g299320,0.080483955,0,8.775233444,0,1,NA,13319954,13320361,Chr07
OIIb.chr7.v1.g299330,630.7110702,0.814572581,0.622205344,1.309170019,0.190476766,0.420196287,13321857,13323468,Chr07
OIIb.chr7.v1.g299350,34.20052818,1.506604369,1.289519669,1.168345396,0.242667471,0.490732205,13370099,13373817,Chr07
OIIb.chr7.v1.g299360,0.385908606,0,8.775233444,0,1,NA,13385809,13386216,Chr07
OIIb.chr7.v1.g299370,1.108211044,-0.558637793,2.517337799,-0.221916102,0.824379195,NA,13391378,13392908,Chr07
OIIb.chr7.v1.g299380,0.039435923,0,8.775233444,0,1,NA,13407133,13411232,Chr07
OIIb.chr7.v1.g299390,0,NA,NA,NA,NA,NA,13456870,13460039,Chr07
OIIb.chr7.v1.g299400,17.74155856,-3.458051955,1.076457389,-3.21243738,0.001316138,0.012104617,13463434,13463712,Chr07
OIIb.chr7.v1.g299420,3648.978525,-0.17322897,0.261266098,-0.663036542,0.507307151,0.743786599,13676253,13681097,Chr07
OIIb.chr7.v1.g299430,2037.205392,-0.953590759,0.334837258,-2.847923093,0.004400556,0.030177283,13681388,13686683,Chr07
OIIb.chr7.v1.g299470,15.89818504,-1.912303973,1.550658226,-1.233220797,0.217493398,0.456933217,13748262,13751257,Chr07
OIIb.chr7.v1.g299480,73.23192381,-2.334008286,1.13050702,-2.064567708,0.038963921,0.145161596,13786920,13789708,Chr07
OIIb.chr7.v1.g299490,395.0135372,0.380513925,0.883199851,0.430835585,0.666587923,0.853889198,13792260,13829266,Chr07
OIIb.chr7.v1.g299520,0,NA,NA,NA,NA,NA,13824040,13824438,Chr07
OIIb.chr7.v1.g299540,36.16209226,-1.349655082,0.973524419,-1.386359762,0.165637077,0.384037657,13834785,13835350,Chr07
OIIb.chr7.v1.g299550,23.55626397,-2.254441444,1.679560159,-1.342280854,0.179504949,0.404722976,13873512,13886355,Chr07
OIIb.chr7.v1.g299560,1.157902783,-0.366899082,8.671452027,-0.042311147,0.966250659,1,13899035,13899781,Chr07
OIIb.chr7.v1.g299570,0.415855844,2.218947773,8.703261308,0.254955895,0.798757165,NA,13899848,13900513,Chr07
OIIb.chr7.v1.g299580,0.074917043,0,8.775233444,0,1,NA,13908442,13910413,Chr07
OIIb.chr7.v1.g299600,22.16110432,-1.195749555,1.508869138,-0.792480623,0.428080486,0.680784813,13913850,13914439,Chr07
OIIb.chr7.v1.g299630,0,NA,NA,NA,NA,NA,14027349,14028503,Chr07
OIIb.chr7.v1.g299640,0.109341419,0,8.775233444,0,1,NA,14036232,14037385,Chr07
OIIb.chr7.v1.g299650,0,NA,NA,NA,NA,NA,14046755,14047939,Chr07
OIIb.chr7.v1.g299660,0.038598578,0,8.775233444,0,1,NA,14047960,14059274,Chr07
OIIb.chr7.v1.g299670,2.673223137,0,8.775233444,0,1,1,14072162,14075734,Chr07
OIIb.chr7.v1.g299680,20.21347806,-19.68147777,2.713951876,-7.251962697,4.11E-13,7.22E-11,14112383,14113763,Chr07
OIIb.chr7.v1.g299690,0.195815142,0,8.775233444,0,1,NA,14127723,14128249,Chr07
OIIb.chr7.v1.g299700,18.02489604,-2.096165089,1.529651915,-1.370354306,0.170576329,0.391560816,14160544,14164550,Chr07
OIIb.chr7.v1.g299710,0,NA,NA,NA,NA,NA,14168994,14169445,Chr07
OIIb.chr7.v1.g299720,0,NA,NA,NA,NA,NA,14169485,14169932,Chr07
OIIb.chr7.v1.g299730,0,NA,NA,NA,NA,NA,14192671,14193717,Chr07
OIIb.chr7.v1.g299740,4411.560181,-1.860804218,0.534045308,-3.484356457,0.000493322,0.005797289,14295899,14304070,Chr07
OIIb.chr7.v1.g299750,120.8157883,-1.739769831,0.740504084,-2.349439887,0.01880168,0.086745983,14317696,14326450,Chr07
OIIb.chr7.v1.g299760,0,NA,NA,NA,NA,NA,14411311,14411553,Chr07
OIIb.chr7.v1.g299770,0,NA,NA,NA,NA,NA,14427702,14428103,Chr07
OIIb.chr7.v1.g299780,2.827138384,8.193615327,8.319260475,0.984897077,0.324674629,0.583363427,14459069,14460385,Chr07
OIIb.chr7.v1.g299790,0,NA,NA,NA,NA,NA,14541124,14541696,Chr07
OIIb.chr7.v1.g299810,798.1061542,-0.538964563,0.368008161,-1.464545138,0.14304506,0.350859591,14636972,14639521,Chr07
OIIb.chr7.v1.g299820,0.209566137,0,8.775233444,0,1,NA,14648354,14648974,Chr07
OIIb.chr7.v1.g299830,0,NA,NA,NA,NA,NA,14654338,14654655,Chr07
OIIb.chr7.v1.g299850,30.84804046,-1.189463419,1.015529115,-1.171274562,0.241488433,0.48940555,14698967,14700688,Chr07
OIIb.chr7.v1.g299860,231.5536821,-0.298510731,0.405928552,-0.735377519,0.462109609,0.708154021,14796045,14798292,Chr07
OIIb.chr7.v1.g299900,1408.584948,0.248802721,0.452139631,0.550278508,0.582128363,0.798063707,14866664,14868829,Chr07
OIIb.chr7.v1.g299910,18.67144313,-1.013621484,0.571423996,-1.7738518,0.076087667,0.230007632,14881792,14882466,Chr07
OIIb.chr7.v1.g299920,1275.325566,0.008107248,0.169316713,0.047882148,0.961810167,1,14926468,14927881,Chr07
OIIb.chr7.v1.g299930,0,NA,NA,NA,NA,NA,14932722,14933030,Chr07
OIIb.chr7.v1.g299990,38.20802077,-20.75249277,2.187081338,-9.48866986,2.34E-21,7.59E-19,14994390,14996489,Chr07
OIIb.chr7.v1.g300000,1725.422329,-0.829700395,0.334019639,-2.483986862,0.01299206,0.066196743,15004877,15007240,Chr07
OIIb.chr7.v1.g300010,0.282193487,0,8.775233444,0,1,NA,15030013,15031433,Chr07
