gene,bin,bin_adv,dN/dS,species
HuLuLu_HuLuLuH2.01g433.t2,Autosomal,Autosomal,0.18336,hop
HuLuLu_HuLuLuH2.01g1816.t1,Autosomal,Autosomal,0.139,hop
HuLuLu_HuLuLuH2.02g7146.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.05g14547.t1,Autosomal,Autosomal,0.33825,hop
HuLuLu_HuLuLuH2.01g1158.t1,Autosomal,Autosomal,0.11689,hop
HuLuLu_HuLuLuH2.03g10545.t1,Autosomal,Autosomal,0.8286,hop
HuLuLu_HuLuLuH2.02g8064.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.01g3086.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.07g25326.t1,Autosomal,Autosomal,0.31699,hop
HuLuLu_HuLuLuH2.02g5259.t1,Autosomal,Autosomal,0.28444,hop
HuLuLu_HuLuLuH2.09g32074.t1,Autosomal,Autosomal,0.2127,hop
HuLuLu_HuLuLuH2.01g4141.t1,Autosomal,Autosomal,0.18395,hop
HuLuLu_HuLuLuH2.02g7301.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.03g8498.t2,Autosomal,Autosomal,0.35033,hop
HuLuLu_HuLuLuH2.07g25441.t1,Autosomal,Autosomal,0.13601,hop
HuLuLu_HuLuLuH2.03g8664.t1,Autosomal,Autosomal,0.19045,hop
HuLuLu_HuLuLuH2.08g29104.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.07g21163.t1,Autosomal,Autosomal,0.32011,hop
HuLuLu_HuLuLuH2.Xg34262.t1,X-linked,HXR,0.06692,hop
HuLuLu_HuLuLuH2.02g7513.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.02g7362.t1,Autosomal,Autosomal,0.17165,hop
HuLuLu_HuLuLuH2.03g9110.t2,Autosomal,Autosomal,0.34744,hop
HuLuLu_HuLuLuH2.07g25644.t2,Autosomal,Autosomal,0.35357,hop
HuLuLu_HuLuLuH2.04g13604.t1,Autosomal,Autosomal,0.20944,hop
HuLuLu_HuLuLuH2.07g22258.t1,Autosomal,Autosomal,0.17469,hop
HuLuLu_HuLuLuH2.08g29730.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.04g13737.t1,Autosomal,Autosomal,0.20049,hop
HuLuLu_HuLuLuH2.05g14623.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.01g3664.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.02g6378.t1,Autosomal,Autosomal,0.24486,hop
HuLuLu_HuLuLuH2.04g13929.t1,Autosomal,Autosomal,0.2567,hop
HuLuLu_HuLuLuH2.08g29848.t1,Autosomal,Autosomal,0.40924,hop
HuLuLu_HuLuLuH2.01g4313.t1,Autosomal,Autosomal,0.09931,hop
HuLuLu_HuLuLuH2.03g9003.t1,Autosomal,Autosomal,0.13555,hop
HuLuLu_HuLuLuH2.06g19016.t1,Autosomal,Autosomal,0.23807,hop
HuLuLu_HuLuLuH2.06g19308.t1,Autosomal,Autosomal,0.16662,hop
HuLuLu_HuLuLuH2.06g19899.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.08g27957.t1,Autosomal,Autosomal,0.27015,hop
HuLuLu_HuLuLuH2.09g31000.t1,Autosomal,Autosomal,0.27613,hop
HuLuLu_HuLuLuH2.09g32081.t1,Autosomal,Autosomal,0.29893,hop
HuLuLu_HuLuLuH2.07g21517.t1,Autosomal,Autosomal,0.24568,hop
HuLuLu_HuLuLuH2.08g27821.t1,Autosomal,Autosomal,0.29724,hop
HuLuLu_HuLuLuH2.Xg33323.t1,X-linked,HXR,0.27616,hop
HuLuLu_HuLuLuH2.Xg35513.t1,X-linked,PAR,0.29169,hop
HuLuLu_HuLuLuH2.04g13764.t1,Autosomal,Autosomal,0.10605,hop
HuLuLu_HuLuLuH2.02g4623.t1,Autosomal,Autosomal,0.18281,hop
HuLuLu_HuLuLuH2.08g27435.t2,Autosomal,Autosomal,0.1418,hop
HuLuLu_HuLuLuH2.01g682.t1,Autosomal,Autosomal,0.58196,hop
HuLuLu_HuLuLuH2.03g10308.t1,Autosomal,Autosomal,0.21367,hop
HuLuLu_HuLuLuH2.09g31558.t2,Autosomal,Autosomal,0.3134,hop
HuLuLu_HuLuLuH2.01g151.t1,Autosomal,Autosomal,0.22948,hop
HuLuLu_HuLuLuH2.05g15260.t1,Autosomal,Autosomal,0.18918,hop
HuLuLu_HuLuLuH2.03g10527.t1,Autosomal,Autosomal,0.17314,hop
HuLuLu_HuLuLuH2.08g25952.t1,Autosomal,Autosomal,0.24311,hop
HuLuLu_HuLuLuH2.Xg33392.t1,X-linked,HXR,0.1069,hop
HuLuLu_HuLuLuH2.06g18701.t1,Autosomal,Autosomal,0.19449,hop
HuLuLu_HuLuLuH2.04g13707.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.07g21498.t1,Autosomal,Autosomal,0.11004,hop
HuLuLu_HuLuLuH2.01g3943.t1,Autosomal,Autosomal,0.23476,hop
HuLuLu_HuLuLuH2.03g9802.t1,Autosomal,Autosomal,0.1858,hop
HuLuLu_HuLuLuH2.03g8266.t1,Autosomal,Autosomal,0.20199,hop
HuLuLu_HuLuLuH2.04g11764.t1,Autosomal,Autosomal,0.13989,hop
HuLuLu_HuLuLuH2.02g6857.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.02g6968.t1,Autosomal,Autosomal,0.35161,hop
HuLuLu_HuLuLuH2.09g31507.t2,Autosomal,Autosomal,0.10913,hop
HuLuLu_HuLuLuH2.08g26376.t1,Autosomal,Autosomal,0.53095,hop
HuLuLu_HuLuLuH2.02g7510.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.01g3532.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.01g3417.t1,Autosomal,Autosomal,0.33574,hop
HuLuLu_HuLuLuH2.03g8297.t1,Autosomal,Autosomal,0.21773,hop
HuLuLu_HuLuLuH2.Xg33856.t1,X-linked,HXR,NA,hop
HuLuLu_HuLuLuH2.Xg34882.t3,X-linked,PAR,0.41402,hop
HuLuLu_HuLuLuH2.08g26202.t1,Autosomal,Autosomal,0.41953,hop
HuLuLu_HuLuLuH2.02g6153.t1,Autosomal,Autosomal,0.4723,hop
HuLuLu_HuLuLuH2.04g12529.t1,Autosomal,Autosomal,0.27786,hop
HuLuLu_HuLuLuH2.01g2041.t2,Autosomal,Autosomal,0.25558,hop
HuLuLu_HuLuLuH2.04g13080.t1,Autosomal,Autosomal,0.16537,hop
HuLuLu_HuLuLuH2.01g2321.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.09g30741.t1,Autosomal,Autosomal,0.07212,hop
HuLuLu_HuLuLuH2.02g7463.t1,Autosomal,Autosomal,0.26833,hop
HuLuLu_HuLuLuH2.06g17959.t1,Autosomal,Autosomal,0.19093,hop
HuLuLu_HuLuLuH2.03g9790.t1,Autosomal,Autosomal,0.17688,hop
HuLuLu_HuLuLuH2.01g1964.t1,Autosomal,Autosomal,0.33573,hop
HuLuLu_HuLuLuH2.01g4188.t1,Autosomal,Autosomal,0.19409,hop
HuLuLu_HuLuLuH2.05g15994.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.05g17424.t2,Autosomal,Autosomal,0.18348,hop
HuLuLu_HuLuLuH2.08g29985.t1,Autosomal,Autosomal,0.227,hop
HuLuLu_HuLuLuH2.02g8060.t1,Autosomal,Autosomal,0.29757,hop
HuLuLu_HuLuLuH2.01g2753.t1,Autosomal,Autosomal,0.27605,hop
HuLuLu_HuLuLuH2.04g13064.t1,Autosomal,Autosomal,0.16371,hop
HuLuLu_HuLuLuH2.08g29026.t1,Autosomal,Autosomal,0.21668,hop
HuLuLu_HuLuLuH2.06g18281.t1,Autosomal,Autosomal,0.15641,hop
HuLuLu_HuLuLuH2.02g6326.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.07g21993.t1,Autosomal,Autosomal,0.19647,hop
HuLuLu_HuLuLuH2.07g25152.t1,Autosomal,Autosomal,0.36057,hop
HuLuLu_HuLuLuH2.08g26324.t1,Autosomal,Autosomal,0.22219,hop
HuLuLu_HuLuLuH2.03g8486.t1,Autosomal,Autosomal,0.31305,hop
HuLuLu_HuLuLuH2.06g18348.t1,Autosomal,Autosomal,0.13931,hop
HuLuLu_HuLuLuH2.02g4584.t1,Autosomal,Autosomal,0.67428,hop
HuLuLu_HuLuLuH2.05g15522.t3,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.08g27518.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.02g5578.t5,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.05g15687.t1,Autosomal,Autosomal,0.16456,hop
HuLuLu_HuLuLuH2.Xg33228.t1,X-linked,HXR,0.13341,hop
HuLuLu_HuLuLuH2.05g15971.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.01g2886.t1,Autosomal,Autosomal,0.31199,hop
HuLuLu_HuLuLuH2.02g6171.t3,Autosomal,Autosomal,0.29647,hop
HuLuLu_HuLuLuH2.Xg34600.t1,X-linked,HXR,0.61014,hop
HuLuLu_HuLuLuH2.Xg32963.t1,X-linked,HXR,0.18574,hop
HuLuLu_HuLuLuH2.05g15083.t1,Autosomal,Autosomal,0.8465,hop
HuLuLu_HuLuLuH2.07g24207.t1,Autosomal,Autosomal,0.26235,hop
HuLuLu_HuLuLuH2.04g11847.t1,Autosomal,Autosomal,0.32907,hop
HuLuLu_HuLuLuH2.07g22240.t1,Autosomal,Autosomal,0.32626,hop
HuLuLu_HuLuLuH2.05g15719.t1,Autosomal,Autosomal,0.29403,hop
HuLuLu_HuLuLuH2.02g6441.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.02g4627.t2,Autosomal,Autosomal,0.23754,hop
HuLuLu_HuLuLuH2.08g25891.t1,Autosomal,Autosomal,0.07439,hop
HuLuLu_HuLuLuH2.05g17248.t1,Autosomal,Autosomal,0.20954,hop
HuLuLu_HuLuLuH2.06g19446.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.07g21129.t1,Autosomal,Autosomal,0.21098,hop
HuLuLu_HuLuLuH2.07g25713.t2,Autosomal,Autosomal,0.53518,hop
HuLuLu_HuLuLuH2.08g29038.t1,Autosomal,Autosomal,0.21691,hop
HuLuLu_HuLuLuH2.02g5271.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.08g29155.t1,Autosomal,Autosomal,0.19242,hop
HuLuLu_HuLuLuH2.05g16554.t1,Autosomal,Autosomal,0.11783,hop
HuLuLu_HuLuLuH2.01g2642.t2,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.08g26592.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.03g8605.t1,Autosomal,Autosomal,0.25111,hop
HuLuLu_HuLuLuH2.Xg33046.t1,X-linked,HXR,0.22303,hop
HuLuLu_HuLuLuH2.02g7192.t1,Autosomal,Autosomal,0.23494,hop
HuLuLu_HuLuLuH2.01g2626.t1,Autosomal,Autosomal,0.26907,hop
HuLuLu_HuLuLuH2.09g31645.t1,Autosomal,Autosomal,1.15765,hop
HuLuLu_HuLuLuH2.Xg33355.t1,X-linked,HXR,0.49172,hop
HuLuLu_HuLuLuH2.05g16905.t1,Autosomal,Autosomal,0.21803,hop
HuLuLu_HuLuLuH2.02g6652.t1,Autosomal,Autosomal,0.1046,hop
HuLuLu_HuLuLuH2.07g22136.t1,Autosomal,Autosomal,0.26584,hop
HuLuLu_HuLuLuH2.07g22672.t1,Autosomal,Autosomal,0.19156,hop
HuLuLu_HuLuLuH2.08g27501.t1,Autosomal,Autosomal,0.57138,hop
HuLuLu_HuLuLuH2.02g7100.t2,Autosomal,Autosomal,0.22243,hop
HuLuLu_HuLuLuH2.01g1009.t1,Autosomal,Autosomal,0.3793,hop
HuLuLu_HuLuLuH2.02g4629.t1,Autosomal,Autosomal,0.45556,hop
HuLuLu_HuLuLuH2.08g28331.t1,Autosomal,Autosomal,0.14534,hop
HuLuLu_HuLuLuH2.08g29653.t1,Autosomal,Autosomal,0.23085,hop
HuLuLu_HuLuLuH2.Xg35039.t1,X-linked,PAR,0.17082,hop
HuLuLu_HuLuLuH2.05g16012.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.02g4967.t1,Autosomal,Autosomal,0.28066,hop
HuLuLu_HuLuLuH2.07g22088.t1,Autosomal,Autosomal,0.16712,hop
HuLuLu_HuLuLuH2.08g29342.t2,Autosomal,Autosomal,0.18421,hop
HuLuLu_HuLuLuH2.02g7872.t1,Autosomal,Autosomal,0.23497,hop
HuLuLu_HuLuLuH2.02g4784.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.05g16641.t1,Autosomal,Autosomal,0.16022,hop
HuLuLu_HuLuLuH2.04g13572.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.02g7824.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.06g19753.t1,Autosomal,Autosomal,0.56563,hop
HuLuLu_HuLuLuH2.01g1194.t2,Autosomal,Autosomal,0.32708,hop
HuLuLu_HuLuLuH2.07g24549.t2,Autosomal,Autosomal,0.65853,hop
HuLuLu_HuLuLuH2.03g10938.t1,Autosomal,Autosomal,0.37574,hop
HuLuLu_HuLuLuH2.01g3329.t1,Autosomal,Autosomal,0.3301,hop
HuLuLu_HuLuLuH2.04g12797.t1,Autosomal,Autosomal,0.11411,hop
HuLuLu_HuLuLuH2.03g9833.t1,Autosomal,Autosomal,0.36184,hop
HuLuLu_HuLuLuH2.02g6264.t2,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.08g26791.t1,Autosomal,Autosomal,0.24712,hop
HuLuLu_HuLuLuH2.02g6012.t2,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.04g13378.t1,Autosomal,Autosomal,0.86921,hop
HuLuLu_HuLuLuH2.03g9774.t2,Autosomal,Autosomal,0.19309,hop
HuLuLu_HuLuLuH2.01g4401.t2,Autosomal,Autosomal,0.11556,hop
HuLuLu_HuLuLuH2.02g5475.t1,Autosomal,Autosomal,0.32559,hop
HuLuLu_HuLuLuH2.09g30587.t1,Autosomal,Autosomal,0.1961,hop
HuLuLu_HuLuLuH2.04g13448.t1,Autosomal,Autosomal,0.15456,hop
HuLuLu_HuLuLuH2.08g27869.t1,Autosomal,Autosomal,0.2081,hop
HuLuLu_HuLuLuH2.01g4343.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.04g12530.t1,Autosomal,Autosomal,0.14095,hop
HuLuLu_HuLuLuH2.07g23673.t1,Autosomal,Autosomal,0.22846,hop
HuLuLu_HuLuLuH2.07g21344.t1,Autosomal,Autosomal,0.46107,hop
HuLuLu_HuLuLuH2.05g16599.t1,Autosomal,Autosomal,0.19428,hop
HuLuLu_HuLuLuH2.08g27130.t1,Autosomal,Autosomal,0.21151,hop
HuLuLu_HuLuLuH2.03g8961.t1,Autosomal,Autosomal,0.2716,hop
HuLuLu_HuLuLuH2.06g18293.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.04g11846.t1,Autosomal,Autosomal,0.19137,hop
HuLuLu_HuLuLuH2.06g19644.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.03g11019.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.08g29149.t1,Autosomal,Autosomal,0.3855,hop
HuLuLu_HuLuLuH2.07g21150.t1,Autosomal,Autosomal,0.17697,hop
HuLuLu_HuLuLuH2.04g12977.t1,Autosomal,Autosomal,0.03766,hop
HuLuLu_HuLuLuH2.09g32444.t2,Autosomal,Autosomal,0.10639,hop
HuLuLu_HuLuLuH2.01g356.t1,Autosomal,Autosomal,0.52179,hop
HuLuLu_HuLuLuH2.02g8079.t1,Autosomal,Autosomal,0.1615,hop
HuLuLu_HuLuLuH2.02g7925.t2,Autosomal,Autosomal,0.13902,hop
HuLuLu_HuLuLuH2.05g17129.t1,Autosomal,Autosomal,0.06839,hop
HuLuLu_HuLuLuH2.04g13703.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.Xg34685.t1,X-linked,HXR,0.16917,hop
HuLuLu_HuLuLuH2.04g14057.t1,Autosomal,Autosomal,0.35696,hop
HuLuLu_HuLuLuH2.Xg35387.t1,X-linked,PAR,0.32853,hop
HuLuLu_HuLuLuH2.02g6830.t1,Autosomal,Autosomal,0.22873,hop
HuLuLu_HuLuLuH2.01g3688.t1,Autosomal,Autosomal,0.21514,hop
HuLuLu_HuLuLuH2.06g20168.t1,Autosomal,Autosomal,0.51375,hop
HuLuLu_HuLuLuH2.04g14437.t1,Autosomal,Autosomal,0.32911,hop
HuLuLu_HuLuLuH2.09g31987.t1,Autosomal,Autosomal,0.20805,hop
HuLuLu_HuLuLuH2.08g26266.t1,Autosomal,Autosomal,0.09794,hop
HuLuLu_HuLuLuH2.05g14895.t1,Autosomal,Autosomal,0.34412,hop
HuLuLu_HuLuLuH2.06g18469.t2,Autosomal,Autosomal,0.25368,hop
HuLuLu_HuLuLuH2.01g470.t1,Autosomal,Autosomal,0.19724,hop
HuLuLu_HuLuLuH2.07g25579.t2,Autosomal,Autosomal,0.33872,hop
HuLuLu_HuLuLuH2.07g21604.t1,Autosomal,Autosomal,0.04755,hop
HuLuLu_HuLuLuH2.07g25623.t1,Autosomal,Autosomal,0.20115,hop
HuLuLu_HuLuLuH2.06g18614.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.07g22942.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.02g6557.t1,Autosomal,Autosomal,0.2268,hop
HuLuLu_HuLuLuH2.02g7854.t1,Autosomal,Autosomal,0.11842,hop
HuLuLu_HuLuLuH2.05g14808.t1,Autosomal,Autosomal,0.37369,hop
HuLuLu_HuLuLuH2.01g3235.t1,Autosomal,Autosomal,0.19253,hop
HuLuLu_HuLuLuH2.01g3808.t1,Autosomal,Autosomal,0.232,hop
HuLuLu_HuLuLuH2.02g7523.t1,Autosomal,Autosomal,0.35531,hop
HuLuLu_HuLuLuH2.06g21011.t1,Autosomal,Autosomal,0.16623,hop
HuLuLu_HuLuLuH2.05g17112.t1,Autosomal,Autosomal,0.32725,hop
HuLuLu_HuLuLuH2.08g27681.t1,Autosomal,Autosomal,0.32986,hop
HuLuLu_HuLuLuH2.02g7091.t1,Autosomal,Autosomal,0.17541,hop
HuLuLu_HuLuLuH2.05g15072.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.01g4318.t1,Autosomal,Autosomal,0.18829,hop
HuLuLu_HuLuLuH2.01g2439.t1,Autosomal,Autosomal,0.11628,hop
HuLuLu_HuLuLuH2.07g21598.t2,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.04g13945.t1,Autosomal,Autosomal,0.9202,hop
HuLuLu_HuLuLuH2.08g26242.t1,Autosomal,Autosomal,0.42079,hop
HuLuLu_HuLuLuH2.07g25437.t1,Autosomal,Autosomal,0.60325,hop
HuLuLu_HuLuLuH2.04g12950.t1,Autosomal,Autosomal,0.08616,hop
HuLuLu_HuLuLuH2.07g21832.t1,Autosomal,Autosomal,0.78919,hop
HuLuLu_HuLuLuH2.Xg33527.t2,X-linked,HXR,0.0001,hop
HuLuLu_HuLuLuH2.09g30899.t2,Autosomal,Autosomal,0.14313,hop
HuLuLu_HuLuLuH2.07g23639.t4,Autosomal,Autosomal,0.12782,hop
HuLuLu_HuLuLuH2.07g21791.t1,Autosomal,Autosomal,0.12477,hop
HuLuLu_HuLuLuH2.07g22661.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.02g7052.t1,Autosomal,Autosomal,0.10728,hop
HuLuLu_HuLuLuH2.02g4988.t1,Autosomal,Autosomal,0.12194,hop
HuLuLu_HuLuLuH2.05g15979.t1,Autosomal,Autosomal,0.10842,hop
HuLuLu_HuLuLuH2.01g1310.t1,Autosomal,Autosomal,0.41564,hop
HuLuLu_HuLuLuH2.02g4880.t1,Autosomal,Autosomal,0.32177,hop
HuLuLu_HuLuLuH2.01g3759.t1,Autosomal,Autosomal,0.09817,hop
HuLuLu_HuLuLuH2.07g24544.t1,Autosomal,Autosomal,0.52671,hop
HuLuLu_HuLuLuH2.01g1568.t1,Autosomal,Autosomal,0.05164,hop
HuLuLu_HuLuLuH2.03g9723.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.08g28301.t1,Autosomal,Autosomal,0.19079,hop
HuLuLu_HuLuLuH2.07g22270.t1,Autosomal,Autosomal,0.37942,hop
HuLuLu_HuLuLuH2.08g28787.t1,Autosomal,Autosomal,0.1411,hop
HuLuLu_HuLuLuH2.07g21288.t1,Autosomal,Autosomal,0.26285,hop
HuLuLu_HuLuLuH2.Xg33437.t1,X-linked,HXR,0.27248,hop
HuLuLu_HuLuLuH2.02g7966.t1,Autosomal,Autosomal,0.29841,hop
HuLuLu_HuLuLuH2.07g25265.t1,Autosomal,Autosomal,0.12826,hop
HuLuLu_HuLuLuH2.Xg35237.t1,X-linked,PAR,0.22947,hop
HuLuLu_HuLuLuH2.03g8284.t1,Autosomal,Autosomal,0.17166,hop
HuLuLu_HuLuLuH2.05g16267.t1,Autosomal,Autosomal,0.21225,hop
HuLuLu_HuLuLuH2.Xg33191.t1,X-linked,HXR,0.08584,hop
HuLuLu_HuLuLuH2.05g15538.t1,Autosomal,Autosomal,0.98391,hop
HuLuLu_HuLuLuH2.06g20333.t1,Autosomal,Autosomal,0.32501,hop
HuLuLu_HuLuLuH2.05g15888.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.08g26485.t1,Autosomal,Autosomal,0.1378,hop
HuLuLu_HuLuLuH2.01g3921.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.01g1482.t1,Autosomal,Autosomal,0.52,hop
HuLuLu_HuLuLuH2.Xg34813.t1,X-linked,HXR,NA,hop
HuLuLu_HuLuLuH2.07g24045.t1,Autosomal,Autosomal,0.18591,hop
HuLuLu_HuLuLuH2.03g11064.t1,Autosomal,Autosomal,0.24538,hop
HuLuLu_HuLuLuH2.06g21021.t2,Autosomal,Autosomal,0.63847,hop
HuLuLu_HuLuLuH2.01g1306.t1,Autosomal,Autosomal,0.24218,hop
HuLuLu_HuLuLuH2.03g10062.t1,Autosomal,Autosomal,0.22788,hop
HuLuLu_HuLuLuH2.02g7283.t1,Autosomal,Autosomal,0.12049,hop
HuLuLu_HuLuLuH2.09g31714.t2,Autosomal,Autosomal,0.25134,hop
HuLuLu_HuLuLuH2.01g4256.t1,Autosomal,Autosomal,0.15464,hop
HuLuLu_HuLuLuH2.06g18074.t1,Autosomal,Autosomal,0.05235,hop
HuLuLu_HuLuLuH2.08g25913.t1,Autosomal,Autosomal,0.17902,hop
HuLuLu_HuLuLuH2.08g26866.t1,Autosomal,Autosomal,0.29609,hop
HuLuLu_HuLuLuH2.07g25022.t1,Autosomal,Autosomal,0.18822,hop
HuLuLu_HuLuLuH2.08g29429.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.09g30223.t1,Autosomal,Autosomal,0.21311,hop
HuLuLu_HuLuLuH2.02g8061.t1,Autosomal,Autosomal,0.13612,hop
HuLuLu_HuLuLuH2.07g23813.t2,Autosomal,Autosomal,0.3011,hop
HuLuLu_HuLuLuH2.07g22029.t1,Autosomal,Autosomal,0.19549,hop
HuLuLu_HuLuLuH2.01g3037.t1,Autosomal,Autosomal,0.14772,hop
HuLuLu_HuLuLuH2.Xg32909.t1,X-linked,HXR,0.0001,hop
HuLuLu_HuLuLuH2.06g20151.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.09g30581.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.08g29274.t1,Autosomal,Autosomal,0.22403,hop
HuLuLu_HuLuLuH2.08g26456.t1,Autosomal,Autosomal,0.09674,hop
HuLuLu_HuLuLuH2.08g28176.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.07g21372.t1,Autosomal,Autosomal,0.18329,hop
HuLuLu_HuLuLuH2.01g1295.t1,Autosomal,Autosomal,0.60083,hop
HuLuLu_HuLuLuH2.06g19731.t2,Autosomal,Autosomal,0.3362,hop
HuLuLu_HuLuLuH2.08g28332.t1,Autosomal,Autosomal,0.61369,hop
HuLuLu_HuLuLuH2.09g32181.t1,Autosomal,Autosomal,0.22412,hop
HuLuLu_HuLuLuH2.02g7101.t2,Autosomal,Autosomal,0.18377,hop
HuLuLu_HuLuLuH2.08g27925.t1,Autosomal,Autosomal,0.14623,hop
HuLuLu_HuLuLuH2.05g15839.t2,Autosomal,Autosomal,0.06403,hop
HuLuLu_HuLuLuH2.01g411.t1,Autosomal,Autosomal,0.11765,hop
HuLuLu_HuLuLuH2.06g20418.t1,Autosomal,Autosomal,0.1922,hop
HuLuLu_HuLuLuH2.08g29248.t1,Autosomal,Autosomal,0.27479,hop
HuLuLu_HuLuLuH2.07g21803.t1,Autosomal,Autosomal,0.55833,hop
HuLuLu_HuLuLuH2.02g4917.t1,Autosomal,Autosomal,0.18792,hop
HuLuLu_HuLuLuH2.01g2171.t1,Autosomal,Autosomal,0.14455,hop
HuLuLu_HuLuLuH2.03g8888.t1,Autosomal,Autosomal,0.23572,hop
HuLuLu_HuLuLuH2.05g15880.t1,Autosomal,Autosomal,0.20481,hop
HuLuLu_HuLuLuH2.02g4676.t1,Autosomal,Autosomal,0.26195,hop
HuLuLu_HuLuLuH2.05g15346.t1,Autosomal,Autosomal,0.2051,hop
HuLuLu_HuLuLuH2.07g21366.t1,Autosomal,Autosomal,0.10007,hop
HuLuLu_HuLuLuH2.05g15442.t1,Autosomal,Autosomal,0.06918,hop
HuLuLu_HuLuLuH2.06g17730.t1,Autosomal,Autosomal,0.19413,hop
HuLuLu_HuLuLuH2.08g28527.t1,Autosomal,Autosomal,0.43444,hop
HuLuLu_HuLuLuH2.07g24499.t1,Autosomal,Autosomal,0.34071,hop
HuLuLu_HuLuLuH2.07g22946.t1,Autosomal,Autosomal,0.33759,hop
HuLuLu_HuLuLuH2.03g8867.t1,Autosomal,Autosomal,0.10145,hop
HuLuLu_HuLuLuH2.08g28405.t1,Autosomal,Autosomal,0.06715,hop
HuLuLu_HuLuLuH2.04g13177.t1,Autosomal,Autosomal,0.27894,hop
HuLuLu_HuLuLuH2.08g28550.t1,Autosomal,Autosomal,0.09767,hop
HuLuLu_HuLuLuH2.04g13313.t1,Autosomal,Autosomal,0.13856,hop
HuLuLu_HuLuLuH2.07g21283.t1,Autosomal,Autosomal,0.27193,hop
HuLuLu_HuLuLuH2.05g14911.t2,Autosomal,Autosomal,0.20602,hop
HuLuLu_HuLuLuH2.02g5099.t1,Autosomal,Autosomal,0.15871,hop
HuLuLu_HuLuLuH2.07g23443.t1,Autosomal,Autosomal,0.15201,hop
HuLuLu_HuLuLuH2.04g14197.t1,Autosomal,Autosomal,0.09094,hop
HuLuLu_HuLuLuH2.Xg33549.t1,X-linked,HXR,0.55219,hop
HuLuLu_HuLuLuH2.08g28917.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.06g20274.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.Xg34373.t1,X-linked,HXR,0.55527,hop
